sales_agent,product,account,deal_stage,close_date,close_value
Reed Clapper,GTXPro,Bluth Company,Won,10/10/2017,4186
Reed Clapper,MG Advanced,Konex,Won,10/12/2017,3670
Reed Clapper,MG Advanced,Umbrella Corporation,Won,10/12/2017,3482
Reed Clapper,MG Special,Zencorporation,Won,10/14/2017,53
Reed Clapper,MG Special,Gekko & Co,Won,10/19/2017,54
Reed Clapper,MG Advanced,Plussunin,Won,10/29/2017,3612
Reed Clapper,GTX Basic,Condax,Won,11/1/2017,553
Reed Clapper,GTXPro,Zotware,Won,11/2/2017,4743
Reed Clapper,MG Advanced,Betasoloin,Won,11/3/2017,3252
Reed Clapper,MG Advanced,Donquadtech,Won,11/5/2017,3258
Reed Clapper,GTX Basic,Betasoloin,Won,11/7/2017,539
Reed Clapper,GTX Plus Pro,Konex,Won,11/7/2017,6767
Reed Clapper,GTX Basic,Ganjaflex,Won,11/16/2017,585
Reed Clapper,GTXPro,Betasoloin,Won,11/17/2017,5452
Reed Clapper,GTXPro,Bioplex,Won,11/19/2017,5186
Reed Clapper,GTXPro,Plussunin,Won,11/21/2017,4237
Reed Clapper,GTX Plus Basic,Mathtouch,Won,11/24/2017,1035
Reed Clapper,GTX Plus Pro,Initech,Won,11/28/2017,4500
Reed Clapper,GTXPro,Bubba Gump,Won,12/3/2017,4647
Reed Clapper,GTXPro,Bubba Gump,Won,12/6/2017,4154
Reed Clapper,MG Advanced,Plussunin,Won,12/8/2017,3494
Reed Clapper,GTX Plus Basic,Bluth Company,Won,12/9/2017,1284
Reed Clapper,GTX Basic,Xx-zobam,Won,12/13/2017,517
Reed Clapper,GTX Plus Basic,Plussunin,Won,12/14/2017,1176
Reed Clapper,GTXPro,Yearin,Won,12/14/2017,4140
Reed Clapper,MG Special,Bubba Gump,Won,12/14/2017,49
Reed Clapper,GTX Plus Pro,Bioplex,Won,12/16/2017,6318
Reed Clapper,MG Advanced,Umbrella Corporation,Won,12/17/2017,3285
Reed Clapper,GTX Plus Pro,Kan-code,Won,12/17/2017,6456
Reed Clapper,MG Special,Bluth Company,Won,12/18/2017,62
Reed Clapper,GTX Plus Basic,Konex,Won,12/21/2017,903
Reed Clapper,GTXPro,The New York Inquirer,Won,12/22/2017,5600
Reed Clapper,GTX Plus Pro,Acme Corporation,Won,12/25/2017,5790
Reed Clapper,GTXPro,Iselectrics,Won,12/28/2017,5044
Reed Clapper,GTX Plus Pro,Zathunicon,Won,12/29/2017,4659
Reed Clapper,GTXPro,Gekko & Co,Won,12/31/2017,4651
Rosalina Dieter,GTX Basic,Green-Plus,Won,3/3/2017,635
Rosalina Dieter,MG Advanced,Scotfind,Won,3/6/2017,3284
Rosalina Dieter,MG Special,Dalttechnology,Won,3/6/2017,47
Rosalina Dieter,MG Advanced,Singletechno,Won,3/7/2017,3959
Rosalina Dieter,MG Special,Plexzap,Won,3/14/2017,56
Rosalina Dieter,MG Advanced,Newex,Won,3/19/2017,2982
Rosalina Dieter,GTX Basic,Konex,Won,3/26/2017,538
Rosalina Dieter,MG Advanced,Xx-holding,Won,3/29/2017,3145
Rosalina Dieter,MG Special,Finjob,Won,3/31/2017,45
Rosalina Dieter,GTXPro,Cheers,Won,4/2/2017,4855
Rosalina Dieter,MG Advanced,Finjob,Won,4/2/2017,4080
Rosalina Dieter,GTK 500,Y-corporation,Won,4/5/2017,25288
Rosalina Dieter,GTX Basic,Hottechi,Won,4/7/2017,520
Rosalina Dieter,MG Special,Blackzim,Won,4/7/2017,51
Rosalina Dieter,GTX Basic,Goodsilron,Won,4/28/2017,600
Rosalina Dieter,MG Special,Labdrill,Won,4/28/2017,55
Rosalina Dieter,MG Special,Condax,Won,4/28/2017,53
Rosalina Dieter,MG Advanced,Y-corporation,Won,4/30/2017,3242
Rosalina Dieter,MG Special,Blackzim,Won,4/30/2017,59
Rosalina Dieter,MG Special,Condax,Won,5/9/2017,50
Rosalina Dieter,MG Advanced,Sonron,Won,5/18/2017,3484
Rosalina Dieter,MG Special,Sunnamplex,Won,5/20/2017,66
Rosalina Dieter,MG Special,Groovestreet,Won,5/24/2017,63
Rosalina Dieter,MG Special,Newex,Won,5/28/2017,48
Rosalina Dieter,GTX Plus Basic,Xx-holding,Won,5/29/2017,987
Rosalina Dieter,GTK 500,Groovestreet,Won,6/7/2017,30288
Rosalina Dieter,GTXPro,Scotfind,Won,6/13/2017,4933
Rosalina Dieter,GTXPro,Hatfan,Won,6/17/2017,4760
Rosalina Dieter,GTX Basic,Xx-holding,Won,6/19/2017,501
Rosalina Dieter,MG Special,Green-Plus,Won,6/19/2017,62
Rosalina Dieter,MG Special,Nam-zim,Won,7/9/2017,64
Rosalina Dieter,MG Special,Zoomit,Won,7/19/2017,57
Rosalina Dieter,GTX Basic,Lexiqvolax,Won,7/23/2017,650
Rosalina Dieter,GTX Plus Basic,Singletechno,Won,8/1/2017,1032
Rosalina Dieter,MG Advanced,Singletechno,Won,8/3/2017,3855
Rosalina Dieter,MG Advanced,Scotfind,Won,8/5/2017,3752
Rosalina Dieter,GTX Basic,Goodsilron,Won,8/6/2017,647
Rosalina Dieter,GTXPro,Sonron,Won,8/19/2017,4936
Rosalina Dieter,MG Special,Goodsilron,Won,8/20/2017,54
Rosalina Dieter,GTX Plus Basic,Groovestreet,Won,8/21/2017,1210
Rosalina Dieter,GTK 500,Rantouch,Won,8/28/2017,24899
Rosalina Dieter,GTK 500,Kan-code,Won,8/29/2017,25791
Rosalina Dieter,MG Special,Condax,Won,8/30/2017,53
Rosalina Dieter,MG Special,Groovestreet,Won,9/3/2017,55
Rosalina Dieter,GTXPro,Groovestreet,Won,9/7/2017,5561
Rosalina Dieter,GTX Basic,Groovestreet,Won,9/7/2017,622
Rosalina Dieter,MG Special,J-Texon,Won,9/10/2017,57
Rosalina Dieter,MG Special,Xx-holding,Won,9/11/2017,58
Rosalina Dieter,GTX Plus Pro,Hatfan,Won,9/13/2017,6391
Rosalina Dieter,MG Advanced,Singletechno,Won,9/19/2017,3314
Rosalina Dieter,MG Advanced,Rantouch,Won,9/21/2017,3418
Rosalina Dieter,MG Special,Newex,Won,10/1/2017,55
Rosalina Dieter,MG Special,J-Texon,Won,10/8/2017,51
Rosalina Dieter,MG Special,Sunnamplex,Won,10/10/2017,56
Rosalina Dieter,MG Advanced,Singletechno,Won,10/11/2017,3435
Rosalina Dieter,MG Advanced,Lexiqvolax,Won,11/6/2017,3275
Rosalina Dieter,GTK 500,Xx-holding,Won,11/10/2017,26186
Rosalina Dieter,GTX Basic,Goodsilron,Won,11/12/2017,577
Rosalina Dieter,MG Special,Kan-code,Won,11/16/2017,56
Rosalina Dieter,GTX Basic,Sonron,Won,11/17/2017,432
Rosalina Dieter,MG Special,Sunnamplex,Won,11/17/2017,63
Rosalina Dieter,MG Special,Finjob,Won,11/27/2017,50
Rosalina Dieter,MG Special,Golddex,Won,11/30/2017,54
Rosalina Dieter,MG Advanced,Plexzap,Won,11/30/2017,3509
Rosalina Dieter,MG Special,Konex,Won,12/2/2017,49
Rosalina Dieter,MG Advanced,Plusstrip,Won,12/4/2017,3278
Rosalina Dieter,MG Special,Dalttechnology,Won,12/7/2017,49
Rosalina Dieter,GTXPro,Zoomit,Won,12/8/2017,4614
Rosalina Dieter,MG Special,J-Texon,Won,12/16/2017,54
Rosalina Dieter,GTX Plus Basic,Plexzap,Won,12/22/2017,920
Rosalina Dieter,MG Advanced,J-Texon,Won,12/24/2017,3379
Rosalina Dieter,MG Special,Golddex,Won,12/25/2017,49
Rosie Papadopoulos,MG Special,Vehement Capital Partners,Won,3/2/2017,48
Rosie Papadopoulos,GTXPro,Sumace,Won,3/4/2017,5260
Rosie Papadopoulos,MG Special,Donware,Won,3/8/2017,60
Rosie Papadopoulos,MG Special,Bioplex,Won,3/8/2017,59
Rosie Papadopoulos,GTXPro,Kinnamplus,Won,3/11/2017,4465
Rosie Papadopoulos,MG Advanced,Plussunin,Won,3/12/2017,3340
Rosie Papadopoulos,GTXPro,Massive Dynamic,Won,3/21/2017,4829
Rosie Papadopoulos,MG Special,Donware,Won,3/26/2017,47
Rosie Papadopoulos,GTX Plus Pro,Umbrella Corporation,Won,4/8/2017,6155
Rosie Papadopoulos,GTX Plus Pro,Zathunicon,Won,4/8/2017,4668
Rosie Papadopoulos,GTXPro,Xx-zobam,Won,4/9/2017,5217
Rosie Papadopoulos,GTXPro,Kinnamplus,Won,4/12/2017,3731
Rosie Papadopoulos,GTX Plus Pro,Opentech,Won,4/20/2017,5805
Rosie Papadopoulos,MG Advanced,Acme Corporation,Won,4/23/2017,3850
Rosie Papadopoulos,MG Special,Mathtouch,Won,5/3/2017,64
Rosie Papadopoulos,GTX Plus Pro,Initech,Won,5/7/2017,5582
Rosie Papadopoulos,GTXPro,Umbrella Corporation,Won,5/9/2017,4867
Rosie Papadopoulos,GTX Plus Pro,Bubba Gump,Won,5/10/2017,4983
Rosie Papadopoulos,GTXPro,Mathtouch,Won,5/12/2017,5106
Rosie Papadopoulos,MG Special,Bubba Gump,Won,5/12/2017,54
Rosie Papadopoulos,GTX Basic,Silis,Won,5/15/2017,574
Rosie Papadopoulos,GTX Basic,Opentech,Won,5/17/2017,567
Rosie Papadopoulos,GTXPro,Kinnamplus,Won,5/20/2017,5763
Rosie Papadopoulos,GTX Plus Pro,Condax,Won,5/29/2017,4821
Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,5/29/2017,3395
Rosie Papadopoulos,GTXPro,Silis,Won,6/16/2017,5546
Rosie Papadopoulos,MG Advanced,Mathtouch,Won,6/17/2017,2918
Rosie Papadopoulos,GTX Plus Pro,Ganjaflex,Won,6/18/2017,5986
Rosie Papadopoulos,MG Special,Acme Corporation,Won,6/22/2017,61
Rosie Papadopoulos,GTX Plus Basic,Betasoloin,Won,6/24/2017,1036
Rosie Papadopoulos,MG Advanced,Kinnamplus,Won,6/27/2017,3443
Rosie Papadopoulos,GTX Plus Pro,Bioplex,Won,6/27/2017,6229
Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,6/29/2017,3306
Rosie Papadopoulos,MG Special,Bubba Gump,Won,6/30/2017,53
Rosie Papadopoulos,MG Special,Konex,Won,7/1/2017,59
Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,7/9/2017,3569
Rosie Papadopoulos,MG Special,Kan-code,Won,7/14/2017,58
Rosie Papadopoulos,MG Advanced,Massive Dynamic,Won,7/21/2017,3568
Rosie Papadopoulos,MG Special,Gekko & Co,Won,7/23/2017,59
Rosie Papadopoulos,MG Special,Plussunin,Won,7/25/2017,57
Rosie Papadopoulos,MG Special,Zotware,Won,7/25/2017,59
Rosie Papadopoulos,GTXPro,Mathtouch,Won,7/31/2017,5392
Rosie Papadopoulos,GTXPro,Mathtouch,Won,8/3/2017,4686
Rosie Papadopoulos,GTX Basic,Konex,Won,8/4/2017,513
Rosie Papadopoulos,MG Advanced,Plussunin,Won,8/7/2017,3019
Rosie Papadopoulos,MG Special,Kan-code,Won,8/9/2017,51
Rosie Papadopoulos,GTXPro,Plussunin,Won,8/12/2017,5182
Rosie Papadopoulos,MG Special,Plussunin,Won,8/12/2017,52
Rosie Papadopoulos,MG Advanced,Sumace,Won,8/18/2017,3453
Rosie Papadopoulos,GTX Plus Pro,Umbrella Corporation,Won,8/23/2017,4930
Rosie Papadopoulos,GTXPro,Umbrella Corporation,Won,9/1/2017,4787
Rosie Papadopoulos,GTXPro,Zotware,Won,9/4/2017,4906
Rosie Papadopoulos,MG Advanced,Kan-code,Won,9/4/2017,3913
Rosie Papadopoulos,GTXPro,Vehement Capital Partners,Won,9/5/2017,5688
Rosie Papadopoulos,GTX Basic,Xx-zobam,Won,9/13/2017,524
Rosie Papadopoulos,GTXPro,Condax,Won,9/21/2017,4759
Rosie Papadopoulos,GTX Basic,Kan-code,Won,9/24/2017,501
Rosie Papadopoulos,GTX Basic,Bioplex,Won,10/1/2017,558
Rosie Papadopoulos,MG Advanced,Umbrella Corporation,Won,10/11/2017,3002
Rosie Papadopoulos,GTXPro,Zencorporation,Won,10/11/2017,4575
Rosie Papadopoulos,GTX Plus Pro,The New York Inquirer,Won,10/14/2017,6228
Rosie Papadopoulos,MG Special,Plussunin,Won,11/5/2017,56
Rosie Papadopoulos,GTXPro,Vehement Capital Partners,Won,11/8/2017,5042
Rosie Papadopoulos,MG Advanced,Bluth Company,Won,11/14/2017,3426
Rosie Papadopoulos,GTXPro,Donquadtech,Won,11/15/2017,4205
Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,Won,11/16/2017,975
Rosie Papadopoulos,GTXPro,Donware,Won,11/26/2017,4620
Rosie Papadopoulos,MG Special,Gekko & Co,Won,11/27/2017,51
Rosie Papadopoulos,GTXPro,Bluth Company,Won,11/30/2017,4881
Rosie Papadopoulos,GTX Plus Basic,Silis,Won,12/2/2017,965
Rosie Papadopoulos,MG Special,Condax,Won,12/2/2017,57
Rosie Papadopoulos,GTXPro,Bubba Gump,Won,12/8/2017,3974
Rosie Papadopoulos,GTX Basic,Yearin,Won,12/10/2017,472
Rosie Papadopoulos,MG Special,Donware,Won,12/15/2017,58
Rosie Papadopoulos,MG Special,Initech,Won,12/24/2017,58
Rosie Papadopoulos,GTXPro,Vehement Capital Partners,Won,12/29/2017,5574
Rosie Papadopoulos,GTXPro,Plussunin,Won,12/30/2017,4566
Rosie Papadopoulos,GTXPro,Konex,Won,12/31/2017,5153
Versie Hillebrand,MG Special,Dontechi,Won,3/2/2017,57
Versie Hillebrand,MG Special,dambase,Won,3/3/2017,67
Versie Hillebrand,MG Special,Treequote,Won,3/5/2017,61
Versie Hillebrand,MG Special,Stanredtax,Won,3/7/2017,43
Versie Hillebrand,MG Special,Treequote,Won,3/7/2017,49
Versie Hillebrand,MG Special,Betatech,Won,3/8/2017,50
Versie Hillebrand,MG Special,Condax,Won,3/8/2017,62
Versie Hillebrand,MG Special,Zumgoity,Won,3/9/2017,60
Versie Hillebrand,MG Special,Codehow,Won,3/11/2017,51
Versie Hillebrand,MG Special,Bioholding,Won,3/12/2017,61
Versie Hillebrand,MG Special,Funholding,Won,3/14/2017,54
Versie Hillebrand,MG Special,Rundofase,Won,3/16/2017,53
Versie Hillebrand,MG Special,Cancity,Won,3/17/2017,47
Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Won,3/17/2017,60
Versie Hillebrand,MG Special,Ron-tech,Won,3/17/2017,49
Versie Hillebrand,MG Special,Hottechi,Won,3/17/2017,62
Versie Hillebrand,MG Advanced,Statholdings,Won,3/23/2017,3046
Versie Hillebrand,MG Advanced,Gogozoom,Won,3/24/2017,2955
Versie Hillebrand,GTX Plus Pro,Isdom,Won,3/25/2017,6282
Versie Hillebrand,GTX Plus Pro,Cancity,Won,3/25/2017,5614
Versie Hillebrand,MG Special,Isdom,Won,3/25/2017,47
Versie Hillebrand,MG Special,Ron-tech,Won,3/26/2017,61
Versie Hillebrand,MG Advanced,Funholding,Won,3/27/2017,2871
Versie Hillebrand,MG Special,Konmatfix,Won,3/28/2017,51
Versie Hillebrand,MG Special,Finhigh,Won,3/30/2017,54
Versie Hillebrand,MG Special,Isdom,Won,3/31/2017,54
Versie Hillebrand,MG Advanced,Zumgoity,Won,4/1/2017,3251
Versie Hillebrand,MG Special,Rangreen,Won,4/2/2017,52
Versie Hillebrand,MG Special,Stanredtax,Won,4/2/2017,60
Versie Hillebrand,MG Special,Isdom,Won,4/6/2017,54
Versie Hillebrand,MG Special,Ron-tech,Won,4/8/2017,59
Versie Hillebrand,MG Special,Rundofase,Won,4/18/2017,62
Versie Hillebrand,MG Special,Bioholding,Won,4/22/2017,56
Versie Hillebrand,MG Special,Isdom,Won,4/23/2017,62
Versie Hillebrand,GTX Plus Pro,Genco Pura Olive Oil Company,Won,4/27/2017,4878
Versie Hillebrand,MG Special,Treequote,Won,4/29/2017,60
Versie Hillebrand,MG Special,Konmatfix,Won,5/1/2017,54
Versie Hillebrand,MG Special,Stanredtax,Won,5/5/2017,60
Versie Hillebrand,GTX Basic,Conecom,Won,5/10/2017,589
Versie Hillebrand,MG Special,Condax,Won,5/12/2017,54
Versie Hillebrand,MG Advanced,Globex Corporation,Won,5/13/2017,3522
Versie Hillebrand,MG Special,Globex Corporation,Won,5/14/2017,47
Versie Hillebrand,GTX Plus Pro,dambase,Won,5/16/2017,5338
Versie Hillebrand,MG Special,Betatech,Won,5/16/2017,68
Versie Hillebrand,GTX Plus Pro,Betatech,Won,5/17/2017,4494
Versie Hillebrand,MG Special,Scottech,Won,5/17/2017,57
Versie Hillebrand,MG Special,Dontechi,Won,5/18/2017,49
Versie Hillebrand,MG Special,Domzoom,Won,5/19/2017,54
Versie Hillebrand,MG Advanced,Finhigh,Won,5/19/2017,3641
Versie Hillebrand,MG Special,Dontechi,Won,5/19/2017,58
Versie Hillebrand,MG Special,Konmatfix,Won,5/20/2017,60
Versie Hillebrand,MG Special,dambase,Won,5/20/2017,54
Versie Hillebrand,MG Special,Warephase,Won,5/24/2017,60
Versie Hillebrand,MG Advanced,Dontechi,Won,5/24/2017,3428
Versie Hillebrand,GTX Plus Pro,Scottech,Won,5/25/2017,5046
Versie Hillebrand,GTX Plus Pro,Zumgoity,Won,5/26/2017,5558
Versie Hillebrand,MG Special,Warephase,Won,5/27/2017,50
Versie Hillebrand,MG Special,Gogozoom,Won,5/29/2017,60
Versie Hillebrand,MG Special,Finhigh,Won,6/3/2017,60
Versie Hillebrand,GTX Basic,Gogozoom,Won,6/3/2017,528
Versie Hillebrand,MG Advanced,Ron-tech,Won,6/4/2017,3642
Versie Hillebrand,GTX Plus Pro,Zumgoity,Won,6/9/2017,5017
Versie Hillebrand,MG Special,Gogozoom,Won,6/9/2017,54
Versie Hillebrand,MG Advanced,Stanredtax,Won,6/10/2017,2807
Versie Hillebrand,MG Special,Dontechi,Won,6/11/2017,59
Versie Hillebrand,MG Special,Ron-tech,Won,6/13/2017,46
Versie Hillebrand,GTX Plus Pro,Warephase,Won,6/13/2017,5056
Versie Hillebrand,MG Special,Zumgoity,Won,6/15/2017,55
Versie Hillebrand,MG Special,Bioholding,Won,6/15/2017,59
Versie Hillebrand,MG Special,Warephase,Won,6/16/2017,50
Versie Hillebrand,MG Advanced,Warephase,Won,6/17/2017,3662
Versie Hillebrand,GTX Plus Basic,Scottech,Won,6/18/2017,1199
Versie Hillebrand,MG Special,Domzoom,Won,6/18/2017,61
Versie Hillebrand,MG Special,Hottechi,Won,6/20/2017,53
Versie Hillebrand,MG Advanced,Statholdings,Won,6/21/2017,3378
Versie Hillebrand,MG Special,Hottechi,Won,6/27/2017,58
Versie Hillebrand,MG Special,dambase,Won,6/28/2017,49
Versie Hillebrand,GTX Basic,Inity,Won,6/30/2017,526
Versie Hillebrand,GTX Plus Pro,Finhigh,Won,7/1/2017,4813
Versie Hillebrand,MG Advanced,Zumgoity,Won,7/1/2017,3465
Versie Hillebrand,MG Special,Dontechi,Won,7/1/2017,53
Versie Hillebrand,GTX Basic,Dontechi,Won,7/2/2017,462
Versie Hillebrand,MG Advanced,Ron-tech,Won,7/4/2017,3548
Versie Hillebrand,MG Special,Cancity,Won,7/5/2017,63
Versie Hillebrand,GTX Basic,Konmatfix,Won,7/10/2017,466
Versie Hillebrand,MG Special,dambase,Won,7/11/2017,47
Versie Hillebrand,MG Special,Funholding,Won,7/25/2017,47
Versie Hillebrand,MG Special,Funholding,Won,7/27/2017,65
Versie Hillebrand,MG Special,Scottech,Won,7/28/2017,51
Versie Hillebrand,MG Advanced,Betatech,Won,7/30/2017,3167
Versie Hillebrand,MG Special,Hottechi,Won,7/31/2017,50
Versie Hillebrand,MG Special,Scottech,Won,8/3/2017,52
Versie Hillebrand,MG Special,Condax,Won,8/3/2017,60
Versie Hillebrand,MG Special,Gogozoom,Won,8/4/2017,53
Versie Hillebrand,MG Special,Cancity,Won,8/9/2017,54
Versie Hillebrand,GTX Basic,Betatech,Won,8/9/2017,590
Versie Hillebrand,MG Special,Inity,Won,8/10/2017,53
Versie Hillebrand,GTX Plus Basic,Inity,Won,8/11/2017,1083
Versie Hillebrand,MG Advanced,Gogozoom,Won,8/11/2017,3285
Versie Hillebrand,MG Special,Gogozoom,Won,8/15/2017,59
Versie Hillebrand,GTX Plus Pro,dambase,Won,8/19/2017,5145
Versie Hillebrand,MG Special,Bioholding,Won,8/19/2017,53
Versie Hillebrand,MG Special,Stanredtax,Won,8/20/2017,43
Versie Hillebrand,MG Special,Rangreen,Won,8/24/2017,51
Versie Hillebrand,GTX Basic,Statholdings,Won,8/24/2017,555
Versie Hillebrand,GTX Plus Basic,Rangreen,Won,8/29/2017,1084
Versie Hillebrand,MG Special,Dontechi,Won,9/2/2017,56
Versie Hillebrand,MG Special,Rundofase,Won,9/3/2017,57
Versie Hillebrand,MG Special,Toughzap,Won,9/3/2017,59
Versie Hillebrand,MG Special,Treequote,Won,9/8/2017,54
Versie Hillebrand,MG Special,Isdom,Won,9/11/2017,61
Versie Hillebrand,MG Advanced,Rangreen,Won,9/12/2017,3046
Versie Hillebrand,MG Special,Cancity,Won,9/12/2017,61
Versie Hillebrand,MG Special,Codehow,Won,9/13/2017,55
Versie Hillebrand,MG Special,Globex Corporation,Won,9/14/2017,63
Versie Hillebrand,GTX Basic,Zumgoity,Won,9/15/2017,552
Versie Hillebrand,GTX Plus Basic,Streethex,Won,9/19/2017,959
Versie Hillebrand,MG Special,Codehow,Won,9/20/2017,51
Versie Hillebrand,MG Advanced,Stanredtax,Won,9/21/2017,2949
Versie Hillebrand,GTX Basic,Bioholding,Won,9/24/2017,546
Versie Hillebrand,MG Special,Konmatfix,Won,9/26/2017,54
Versie Hillebrand,MG Advanced,Globex Corporation,Won,9/27/2017,3038
Versie Hillebrand,MG Special,Ron-tech,Won,9/29/2017,52
Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Won,9/29/2017,59
Versie Hillebrand,MG Advanced,Betatech,Won,9/30/2017,4011
Versie Hillebrand,GTX Plus Pro,Inity,Won,10/1/2017,5775
Versie Hillebrand,MG Special,dambase,Won,10/4/2017,53
Versie Hillebrand,MG Special,Codehow,Won,10/5/2017,55
Versie Hillebrand,MG Special,Conecom,Won,10/7/2017,58
Versie Hillebrand,MG Special,Stanredtax,Won,10/8/2017,57
Versie Hillebrand,MG Advanced,Rangreen,Won,10/9/2017,3254
Versie Hillebrand,MG Special,dambase,Won,10/11/2017,59
Versie Hillebrand,MG Advanced,Rangreen,Won,10/14/2017,3860
Versie Hillebrand,MG Special,Isdom,Won,10/17/2017,57
Versie Hillebrand,MG Advanced,Statholdings,Won,10/20/2017,2749
Versie Hillebrand,MG Special,Scottech,Won,10/22/2017,58
Versie Hillebrand,MG Special,Stanredtax,Won,10/24/2017,49
Versie Hillebrand,MG Special,Betatech,Won,10/27/2017,54
Versie Hillebrand,MG Special,Inity,Won,10/27/2017,53
Versie Hillebrand,MG Special,Statholdings,Won,10/28/2017,50
Versie Hillebrand,MG Special,Inity,Won,11/1/2017,53
Versie Hillebrand,GTX Basic,Hottechi,Won,11/1/2017,534
Versie Hillebrand,GTX Basic,Toughzap,Won,11/2/2017,511
Versie Hillebrand,GTX Basic,Cancity,Won,11/2/2017,672
Versie Hillebrand,MG Special,Funholding,Won,11/2/2017,62
Versie Hillebrand,MG Advanced,Dontechi,Won,11/4/2017,3306
Versie Hillebrand,GTX Basic,Rundofase,Won,11/9/2017,563
Versie Hillebrand,MG Special,Cancity,Won,11/11/2017,61
Versie Hillebrand,MG Special,Conecom,Won,11/16/2017,66
Versie Hillebrand,GTX Plus Pro,Domzoom,Won,11/18/2017,5653
Versie Hillebrand,MG Special,Condax,Won,11/20/2017,55
Versie Hillebrand,MG Special,Warephase,Won,11/27/2017,50
Versie Hillebrand,MG Special,Gogozoom,Won,11/28/2017,60
Versie Hillebrand,MG Advanced,Treequote,Won,11/29/2017,3165
Versie Hillebrand,GTX Plus Pro,Cancity,Won,11/29/2017,5211
Versie Hillebrand,MG Special,Rangreen,Won,11/30/2017,53
Versie Hillebrand,MG Special,Gogozoom,Won,12/1/2017,61
Versie Hillebrand,MG Special,Finhigh,Won,12/4/2017,54
Versie Hillebrand,MG Special,Rundofase,Won,12/7/2017,53
Versie Hillebrand,MG Special,Bioholding,Won,12/8/2017,62
Versie Hillebrand,MG Special,Rundofase,Won,12/8/2017,57
Versie Hillebrand,MG Special,Streethex,Won,12/9/2017,56
Versie Hillebrand,MG Special,Toughzap,Won,12/9/2017,50
Versie Hillebrand,MG Special,Rundofase,Won,12/11/2017,66
Versie Hillebrand,MG Special,Konmatfix,Won,12/12/2017,54
Versie Hillebrand,MG Advanced,Konmatfix,Won,12/12/2017,3811
Versie Hillebrand,MG Special,dambase,Won,12/12/2017,61
Versie Hillebrand,MG Advanced,Cancity,Won,12/12/2017,3309
Versie Hillebrand,MG Special,Rangreen,Won,12/14/2017,49
Versie Hillebrand,MG Special,Scottech,Won,12/18/2017,60
Versie Hillebrand,MG Special,Codehow,Won,12/20/2017,48
Versie Hillebrand,MG Special,Betatech,Won,12/26/2017,41
Versie Hillebrand,MG Advanced,Zumgoity,Won,12/27/2017,3735
Versie Hillebrand,MG Special,Bioholding,Won,12/28/2017,58
Versie Hillebrand,MG Special,Dontechi,Won,12/31/2017,57
Versie Hillebrand,GTX Plus Pro,Statholdings,Won,12/31/2017,6000
Vicki Laflamme,MG Special,J-Texon,Won,3/2/2017,57
Vicki Laflamme,GTXPro,Dalttechnology,Won,3/5/2017,4899
Vicki Laflamme,MG Special,Y-corporation,Won,3/5/2017,46
Vicki Laflamme,GTXPro,Fasehatice,Won,3/7/2017,4906
Vicki Laflamme,GTX Basic,Xx-holding,Won,3/8/2017,523
Vicki Laflamme,GTXPro,Goodsilron,Won,3/9/2017,4445
Vicki Laflamme,MG Special,Singletechno,Won,3/11/2017,61
Vicki Laflamme,MG Advanced,Plexzap,Won,3/12/2017,3676
Vicki Laflamme,MG Advanced,Fasehatice,Won,3/13/2017,3803
Vicki Laflamme,MG Advanced,Goodsilron,Won,3/13/2017,2970
Vicki Laflamme,MG Special,Dalttechnology,Won,3/15/2017,55
Vicki Laflamme,MG Special,Scotfind,Won,3/15/2017,55
Vicki Laflamme,GTXPro,Hatfan,Won,3/16/2017,4907
Vicki Laflamme,GTXPro,Xx-holding,Won,3/17/2017,4554
Vicki Laflamme,GTX Basic,Scotfind,Won,3/17/2017,542
Vicki Laflamme,GTX Basic,Konex,Won,3/18/2017,443
Vicki Laflamme,GTX Basic,Rantouch,Won,3/20/2017,581
Vicki Laflamme,GTX Basic,Faxquote,Won,3/20/2017,600
Vicki Laflamme,GTXPro,Fasehatice,Won,3/21/2017,3742
Vicki Laflamme,MG Advanced,Y-corporation,Won,3/22/2017,3672
Vicki Laflamme,GTXPro,Goodsilron,Won,3/23/2017,4211
Vicki Laflamme,GTX Basic,Konex,Won,3/23/2017,587
Vicki Laflamme,GTXPro,Scotfind,Won,3/24/2017,4510
Vicki Laflamme,MG Special,Scotfind,Won,3/26/2017,54
Vicki Laflamme,MG Advanced,Konex,Won,3/27/2017,3671
Vicki Laflamme,MG Special,Plusstrip,Won,3/27/2017,60
Vicki Laflamme,GTX Basic,Finjob,Won,3/27/2017,564
Vicki Laflamme,GTX Basic,Y-corporation,Won,3/28/2017,492
Vicki Laflamme,GTX Plus Basic,Hottechi,Won,3/28/2017,880
Vicki Laflamme,GTXPro,Xx-holding,Won,3/29/2017,4408
Vicki Laflamme,MG Special,Faxquote,Won,3/30/2017,49
Vicki Laflamme,MG Special,Goodsilron,Won,3/30/2017,45
Vicki Laflamme,GTX Basic,Xx-holding,Won,3/31/2017,365
Vicki Laflamme,GTX Basic,Blackzim,Won,4/3/2017,545
Vicki Laflamme,MG Advanced,Plexzap,Won,4/6/2017,3316
