sales_agent,product,account,close_date,close_value,regional_office
Reed Clapper,GTXPro,The New York Inquirer,6/10/2017,5618,East
Reed Clapper,MG Advanced,Xx-zobam,6/10/2017,3075,East
Reed Clapper,MG Advanced,Donquadtech,6/10/2017,3245,East
Reed Clapper,GTX Plus Basic,Zotware,6/11/2017,1123,East
Reed Clapper,GTX Basic,Konex,6/12/2017,562,East
Reed Clapper,GTX Basic,Initech,6/14/2017,524,East
Reed Clapper,MG Advanced,Kan-code,6/15/2017,2928,East
Reed Clapper,GTX Plus Basic,Kan-code,6/15/2017,1120,East
Reed Clapper,GTX Basic,Zathunicon,6/18/2017,492,East
Reed Clapper,GTX Plus Pro,Kan-code,6/21/2017,5393,East
Reed Clapper,GTX Plus Basic,Zotware,6/24/2017,1046,East
Reed Clapper,GTX Basic,Donware,6/24/2017,587,East
Reed Clapper,GTX Basic,Kan-code,6/27/2017,521,East
Reed Clapper,GTXPro,Yearin,6/30/2017,5302,East
Reed Clapper,GTXPro,Vehement Capital Partners,7/1/2017,4785,East
Reed Clapper,GTX Plus Basic,Donquadtech,7/4/2017,880,East
Reed Clapper,GTXPro,Plussunin,7/9/2017,4837,East
Reed Clapper,MG Advanced,Zencorporation,7/11/2017,3351,East
Reed Clapper,GTXPro,Kan-code,7/15/2017,4530,East
Reed Clapper,GTX Plus Basic,Zathunicon,7/15/2017,1029,East
Reed Clapper,GTX Basic,Ganjaflex,7/16/2017,555,East
Reed Clapper,MG Special,Yearin,7/17/2017,54,East
Reed Clapper,GTX Plus Pro,Silis,7/18/2017,5538,East
Reed Clapper,GTX Plus Basic,Konex,7/20/2017,1076,East
Reed Clapper,GTXPro,Bubba Gump,7/22/2017,5873,East
Reed Clapper,GTXPro,Ontomedia,7/30/2017,4434,East
Reed Clapper,GTX Basic,Xx-zobam,7/31/2017,494,East
Reed Clapper,GTX Plus Pro,Kan-code,8/1/2017,5601,East
Reed Clapper,GTX Plus Basic,Plussunin,8/1/2017,1319,East
Reed Clapper,GTX Plus Basic,Xx-zobam,8/2/2017,1091,East
Reed Clapper,MG Special,Condax,8/2/2017,51,East
Reed Clapper,GTX Basic,Donware,8/4/2017,572,East
Reed Clapper,MG Special,Bioplex,8/4/2017,50,East
Reed Clapper,GTXPro,Mathtouch,8/8/2017,4252,East
Reed Clapper,GTX Plus Pro,Opentech,8/8/2017,5204,East
Reed Clapper,MG Special,Massive Dynamic,8/10/2017,53,East
Reed Clapper,GTXPro,Kinnamplus,8/11/2017,5401,East
Reed Clapper,GTXPro,Xx-zobam,8/12/2017,4933,East
Reed Clapper,GTXPro,Donquadtech,8/14/2017,3963,East
Reed Clapper,GTX Plus Pro,Zotware,8/20/2017,6346,East
Reed Clapper,GTX Plus Basic,Silis,8/23/2017,1019,East
Reed Clapper,GTXPro,Kan-code,8/23/2017,4611,East
Reed Clapper,GTXPro,Mathtouch,8/23/2017,4545,East
Reed Clapper,MG Advanced,Plussunin,8/29/2017,3732,East
Reed Clapper,GTXPro,Ganjaflex,9/2/2017,4649,East
Reed Clapper,GTX Plus Pro,Kan-code,9/2/2017,5415,East
Reed Clapper,GTX Plus Basic,Zencorporation,9/3/2017,1024,East
Reed Clapper,GTX Plus Basic,Acme Corporation,9/4/2017,1095,East
Reed Clapper,GTX Basic,Kinnamplus,9/5/2017,551,East
Reed Clapper,GTXPro,Donquadtech,9/10/2017,4641,East
Reed Clapper,GTX Plus Basic,Kan-code,9/11/2017,1128,East
Reed Clapper,GTX Basic,Massive Dynamic,9/14/2017,649,East
Reed Clapper,GTXPro,Ganjaflex,9/18/2017,4801,East
Reed Clapper,MG Special,Bluth Company,9/18/2017,60,East
Reed Clapper,GTX Plus Pro,Massive Dynamic,9/19/2017,5927,East
Reed Clapper,GTX Basic,Umbrella Corporation,9/21/2017,415,East
Reed Clapper,GTX Plus Basic,The New York Inquirer,9/21/2017,948,East
Reed Clapper,MG Advanced,Initech,9/22/2017,3404,East
Reed Clapper,GTXPro,Mathtouch,9/22/2017,4370,East
Reed Clapper,MG Special,Massive Dynamic,9/24/2017,54,East
Reed Clapper,GTXPro,Massive Dynamic,9/24/2017,4369,East
Reed Clapper,MG Special,Umbrella Corporation,9/26/2017,60,East
Reed Clapper,GTX Plus Pro,Zotware,9/28/2017,6180,East
Reed Clapper,MG Advanced,Donware,10/3/2017,2984,East
Reed Clapper,MG Advanced,Zencorporation,10/7/2017,3203,East
Reed Clapper,GTXPro,Bluth Company,10/10/2017,4186,East
Reed Clapper,MG Advanced,Konex,10/12/2017,3670,East
Reed Clapper,MG Advanced,Umbrella Corporation,10/12/2017,3482,East
Reed Clapper,MG Special,Zencorporation,10/14/2017,53,East
Reed Clapper,MG Special,Gekko & Co,10/19/2017,54,East
Reed Clapper,MG Advanced,Plussunin,10/29/2017,3612,East
Reed Clapper,GTX Basic,Condax,11/1/2017,553,East
Reed Clapper,GTXPro,Zotware,11/2/2017,4743,East
Reed Clapper,MG Advanced,Betasoloin,11/3/2017,3252,East
Reed Clapper,MG Advanced,Donquadtech,11/5/2017,3258,East
Reed Clapper,GTX Basic,Betasoloin,11/7/2017,539,East
Reed Clapper,GTX Plus Pro,Konex,11/7/2017,6767,East
Reed Clapper,GTX Basic,Ganjaflex,11/16/2017,585,East
Reed Clapper,GTXPro,Betasoloin,11/17/2017,5452,East
Reed Clapper,GTXPro,Bioplex,11/19/2017,5186,East
Reed Clapper,GTXPro,Plussunin,11/21/2017,4237,East
Reed Clapper,GTX Plus Basic,Mathtouch,11/24/2017,1035,East
Reed Clapper,GTX Plus Pro,Initech,11/28/2017,4500,East
Reed Clapper,GTXPro,Bubba Gump,12/3/2017,4647,East
Reed Clapper,GTXPro,Bubba Gump,12/6/2017,4154,East
Reed Clapper,MG Advanced,Plussunin,12/8/2017,3494,East
Reed Clapper,GTX Plus Basic,Bluth Company,12/9/2017,1284,East
Reed Clapper,GTX Basic,Xx-zobam,12/13/2017,517,East
Reed Clapper,GTX Plus Basic,Plussunin,12/14/2017,1176,East
Reed Clapper,GTXPro,Yearin,12/14/2017,4140,East
Reed Clapper,MG Special,Bubba Gump,12/14/2017,49,East
Reed Clapper,GTX Plus Pro,Bioplex,12/16/2017,6318,East
Reed Clapper,MG Advanced,Umbrella Corporation,12/17/2017,3285,East
Reed Clapper,GTX Plus Pro,Kan-code,12/17/2017,6456,East
Reed Clapper,MG Special,Bluth Company,12/18/2017,62,East
Reed Clapper,GTX Plus Basic,Konex,12/21/2017,903,East
Reed Clapper,GTXPro,The New York Inquirer,12/22/2017,5600,East
Reed Clapper,GTX Plus Pro,Acme Corporation,12/25/2017,5790,East
Reed Clapper,GTXPro,Iselectrics,12/28/2017,5044,East
Reed Clapper,GTX Plus Pro,Zathunicon,12/29/2017,4659,East
Reed Clapper,GTXPro,Gekko & Co,12/31/2017,4651,East
Rosalina Dieter,GTX Basic,Green-Plus,3/3/2017,635,West
Rosalina Dieter,MG Advanced,Scotfind,3/6/2017,3284,West
Rosalina Dieter,MG Special,Dalttechnology,3/6/2017,47,West
Rosalina Dieter,MG Advanced,Singletechno,3/7/2017,3959,West
Rosalina Dieter,MG Special,Plexzap,3/14/2017,56,West
Rosalina Dieter,MG Advanced,Newex,3/19/2017,2982,West
Rosalina Dieter,GTX Basic,Konex,3/26/2017,538,West
Rosalina Dieter,MG Advanced,Xx-holding,3/29/2017,3145,West
Rosalina Dieter,MG Special,Finjob,3/31/2017,45,West
Rosalina Dieter,GTXPro,Cheers,4/2/2017,4855,West
Rosalina Dieter,MG Advanced,Finjob,4/2/2017,4080,West
Rosalina Dieter,GTK 500,Y-corporation,4/5/2017,25288,West
Rosalina Dieter,GTX Basic,Hottechi,4/7/2017,520,West
Rosalina Dieter,MG Special,Blackzim,4/7/2017,51,West
Rosalina Dieter,GTX Basic,Goodsilron,4/28/2017,600,West
Rosalina Dieter,MG Special,Labdrill,4/28/2017,55,West
Rosalina Dieter,MG Special,Condax,4/28/2017,53,West
Rosalina Dieter,MG Advanced,Y-corporation,4/30/2017,3242,West
Rosalina Dieter,MG Special,Blackzim,4/30/2017,59,West
Rosalina Dieter,MG Special,Condax,5/9/2017,50,West
Rosalina Dieter,MG Advanced,Sonron,5/18/2017,3484,West
Rosalina Dieter,MG Special,Sunnamplex,5/20/2017,66,West
Rosalina Dieter,MG Special,Groovestreet,5/24/2017,63,West
Rosalina Dieter,MG Special,Newex,5/28/2017,48,West
Rosalina Dieter,GTX Plus Basic,Xx-holding,5/29/2017,987,West
Rosalina Dieter,GTK 500,Groovestreet,6/7/2017,30288,West
Rosalina Dieter,GTXPro,Scotfind,6/13/2017,4933,West
Rosalina Dieter,GTXPro,Hatfan,6/17/2017,4760,West
Rosalina Dieter,GTX Basic,Xx-holding,6/19/2017,501,West
Rosalina Dieter,MG Special,Green-Plus,6/19/2017,62,West
Rosalina Dieter,MG Special,Nam-zim,7/9/2017,64,West
Rosalina Dieter,MG Special,Zoomit,7/19/2017,57,West
Rosalina Dieter,GTX Basic,Lexiqvolax,7/23/2017,650,West
Rosalina Dieter,GTX Plus Basic,Singletechno,8/1/2017,1032,West
Rosalina Dieter,MG Advanced,Singletechno,8/3/2017,3855,West
Rosalina Dieter,MG Advanced,Scotfind,8/5/2017,3752,West
Rosalina Dieter,GTX Basic,Goodsilron,8/6/2017,647,West
Rosalina Dieter,GTXPro,Sonron,8/19/2017,4936,West
Rosalina Dieter,MG Special,Goodsilron,8/20/2017,54,West
Rosalina Dieter,GTX Plus Basic,Groovestreet,8/21/2017,1210,West
Rosalina Dieter,GTK 500,Rantouch,8/28/2017,24899,West
Rosalina Dieter,GTK 500,Kan-code,8/29/2017,25791,West
Rosalina Dieter,MG Special,Condax,8/30/2017,53,West
Rosalina Dieter,MG Special,Groovestreet,9/3/2017,55,West
Rosalina Dieter,GTXPro,Groovestreet,9/7/2017,5561,West
Rosalina Dieter,GTX Basic,Groovestreet,9/7/2017,622,West
Rosalina Dieter,MG Special,J-Texon,9/10/2017,57,West
Rosalina Dieter,MG Special,Xx-holding,9/11/2017,58,West
Rosalina Dieter,GTX Plus Pro,Hatfan,9/13/2017,6391,West
Rosalina Dieter,MG Advanced,Singletechno,9/19/2017,3314,West
Rosalina Dieter,MG Advanced,Rantouch,9/21/2017,3418,West
Rosalina Dieter,MG Special,Newex,10/1/2017,55,West
Rosalina Dieter,MG Special,J-Texon,10/8/2017,51,West
Rosalina Dieter,MG Special,Sunnamplex,10/10/2017,56,West
Rosalina Dieter,MG Advanced,Singletechno,10/11/2017,3435,West
Rosalina Dieter,MG Advanced,Lexiqvolax,11/6/2017,3275,West
Rosalina Dieter,GTK 500,Xx-holding,11/10/2017,26186,West
Rosalina Dieter,GTX Basic,Goodsilron,11/12/2017,577,West
Rosalina Dieter,MG Special,Kan-code,11/16/2017,56,West
Rosalina Dieter,GTX Basic,Sonron,11/17/2017,432,West
Rosalina Dieter,MG Special,Sunnamplex,11/17/2017,63,West
Rosalina Dieter,MG Special,Finjob,11/27/2017,50,West
Rosalina Dieter,MG Special,Golddex,11/30/2017,54,West
Rosalina Dieter,MG Advanced,Plexzap,11/30/2017,3509,West
Rosalina Dieter,MG Special,Konex,12/2/2017,49,West
Rosalina Dieter,MG Advanced,Plusstrip,12/4/2017,3278,West
Rosalina Dieter,MG Special,Dalttechnology,12/7/2017,49,West
Rosalina Dieter,GTXPro,Zoomit,12/8/2017,4614,West
Rosalina Dieter,MG Special,J-Texon,12/16/2017,54,West
Rosalina Dieter,GTX Plus Basic,Plexzap,12/22/2017,920,West
Rosalina Dieter,MG Advanced,J-Texon,12/24/2017,3379,West
Rosalina Dieter,MG Special,Golddex,12/25/2017,49,West
Rosie Papadopoulos,MG Special,Vehement Capital Partners,3/2/2017,48,East
Rosie Papadopoulos,GTXPro,Sumace,3/4/2017,5260,East
Rosie Papadopoulos,MG Special,Donware,3/8/2017,60,East
Rosie Papadopoulos,MG Special,Bioplex,3/8/2017,59,East
Rosie Papadopoulos,GTXPro,Kinnamplus,3/11/2017,4465,East
Rosie Papadopoulos,MG Advanced,Plussunin,3/12/2017,3340,East
Rosie Papadopoulos,GTXPro,Massive Dynamic,3/21/2017,4829,East
Rosie Papadopoulos,MG Special,Donware,3/26/2017,47,East
Rosie Papadopoulos,GTX Plus Pro,Umbrella Corporation,4/8/2017,6155,East
Rosie Papadopoulos,GTX Plus Pro,Zathunicon,4/8/2017,4668,East
Rosie Papadopoulos,GTXPro,Xx-zobam,4/9/2017,5217,East
Rosie Papadopoulos,GTXPro,Kinnamplus,4/12/2017,3731,East
Rosie Papadopoulos,GTX Plus Pro,Opentech,4/20/2017,5805,East
Rosie Papadopoulos,MG Advanced,Acme Corporation,4/23/2017,3850,East
Rosie Papadopoulos,MG Special,Mathtouch,5/3/2017,64,East
Rosie Papadopoulos,GTX Plus Pro,Initech,5/7/2017,5582,East
Rosie Papadopoulos,GTXPro,Umbrella Corporation,5/9/2017,4867,East
Rosie Papadopoulos,GTX Plus Pro,Bubba Gump,5/10/2017,4983,East
Rosie Papadopoulos,GTXPro,Mathtouch,5/12/2017,5106,East
Rosie Papadopoulos,MG Special,Bubba Gump,5/12/2017,54,East
Rosie Papadopoulos,GTX Basic,Silis,5/15/2017,574,East
Rosie Papadopoulos,GTX Basic,Opentech,5/17/2017,567,East
Rosie Papadopoulos,GTXPro,Kinnamplus,5/20/2017,5763,East
Rosie Papadopoulos,GTX Plus Pro,Condax,5/29/2017,4821,East
Rosie Papadopoulos,MG Advanced,Xx-zobam,5/29/2017,3395,East
Rosie Papadopoulos,GTXPro,Silis,6/16/2017,5546,East
Rosie Papadopoulos,MG Advanced,Mathtouch,6/17/2017,2918,East
Rosie Papadopoulos,GTX Plus Pro,Ganjaflex,6/18/2017,5986,East
Rosie Papadopoulos,MG Special,Acme Corporation,6/22/2017,61,East
Rosie Papadopoulos,GTX Plus Basic,Betasoloin,6/24/2017,1036,East
Rosie Papadopoulos,MG Advanced,Kinnamplus,6/27/2017,3443,East
Rosie Papadopoulos,GTX Plus Pro,Bioplex,6/27/2017,6229,East
Rosie Papadopoulos,MG Advanced,Xx-zobam,6/29/2017,3306,East
Rosie Papadopoulos,MG Special,Bubba Gump,6/30/2017,53,East
Rosie Papadopoulos,MG Special,Konex,7/1/2017,59,East
Rosie Papadopoulos,MG Advanced,Xx-zobam,7/9/2017,3569,East
Rosie Papadopoulos,MG Special,Kan-code,7/14/2017,58,East
Rosie Papadopoulos,MG Advanced,Massive Dynamic,7/21/2017,3568,East
Rosie Papadopoulos,MG Special,Gekko & Co,7/23/2017,59,East
Rosie Papadopoulos,MG Special,Plussunin,7/25/2017,57,East
Rosie Papadopoulos,MG Special,Zotware,7/25/2017,59,East
Rosie Papadopoulos,GTXPro,Mathtouch,7/31/2017,5392,East
Rosie Papadopoulos,GTXPro,Mathtouch,8/3/2017,4686,East
Rosie Papadopoulos,GTX Basic,Konex,8/4/2017,513,East
Rosie Papadopoulos,MG Advanced,Plussunin,8/7/2017,3019,East
Rosie Papadopoulos,MG Special,Kan-code,8/9/2017,51,East
Rosie Papadopoulos,GTXPro,Plussunin,8/12/2017,5182,East
Rosie Papadopoulos,MG Special,Plussunin,8/12/2017,52,East
Rosie Papadopoulos,MG Advanced,Sumace,8/18/2017,3453,East
Rosie Papadopoulos,GTX Plus Pro,Umbrella Corporation,8/23/2017,4930,East
Rosie Papadopoulos,GTXPro,Umbrella Corporation,9/1/2017,4787,East
Rosie Papadopoulos,GTXPro,Zotware,9/4/2017,4906,East
Rosie Papadopoulos,MG Advanced,Kan-code,9/4/2017,3913,East
Rosie Papadopoulos,GTXPro,Vehement Capital Partners,9/5/2017,5688,East
Rosie Papadopoulos,GTX Basic,Xx-zobam,9/13/2017,524,East
Rosie Papadopoulos,GTXPro,Condax,9/21/2017,4759,East
Rosie Papadopoulos,GTX Basic,Kan-code,9/24/2017,501,East
Rosie Papadopoulos,GTX Basic,Bioplex,10/1/2017,558,East
Rosie Papadopoulos,MG Advanced,Umbrella Corporation,10/11/2017,3002,East
Rosie Papadopoulos,GTXPro,Zencorporation,10/11/2017,4575,East
Rosie Papadopoulos,GTX Plus Pro,The New York Inquirer,10/14/2017,6228,East
Rosie Papadopoulos,MG Special,Plussunin,11/5/2017,56,East
Rosie Papadopoulos,GTXPro,Vehement Capital Partners,11/8/2017,5042,East
Rosie Papadopoulos,MG Advanced,Bluth Company,11/14/2017,3426,East
Rosie Papadopoulos,GTXPro,Donquadtech,11/15/2017,4205,East
Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,11/16/2017,975,East
Rosie Papadopoulos,GTXPro,Donware,11/26/2017,4620,East
Rosie Papadopoulos,MG Special,Gekko & Co,11/27/2017,51,East
Rosie Papadopoulos,GTXPro,Bluth Company,11/30/2017,4881,East
Rosie Papadopoulos,GTX Plus Basic,Silis,12/2/2017,965,East
Rosie Papadopoulos,MG Special,Condax,12/2/2017,57,East
Rosie Papadopoulos,GTXPro,Bubba Gump,12/8/2017,3974,East
Rosie Papadopoulos,GTX Basic,Yearin,12/10/2017,472,East
Rosie Papadopoulos,MG Special,Donware,12/15/2017,58,East
Rosie Papadopoulos,MG Special,Initech,12/24/2017,58,East
Rosie Papadopoulos,GTXPro,Vehement Capital Partners,12/29/2017,5574,East
Rosie Papadopoulos,GTXPro,Plussunin,12/30/2017,4566,East
Rosie Papadopoulos,GTXPro,Konex,12/31/2017,5153,East
Versie Hillebrand,MG Special,Dontechi,3/2/2017,57,Central
Versie Hillebrand,MG Special,dambase,3/3/2017,67,Central
Versie Hillebrand,MG Special,Treequote,3/5/2017,61,Central
Versie Hillebrand,MG Special,Stanredtax,3/7/2017,43,Central
Versie Hillebrand,MG Special,Treequote,3/7/2017,49,Central
Versie Hillebrand,MG Special,Betatech,3/8/2017,50,Central
Versie Hillebrand,MG Special,Condax,3/8/2017,62,Central
Versie Hillebrand,MG Special,Zumgoity,3/9/2017,60,Central
Versie Hillebrand,MG Special,Codehow,3/11/2017,51,Central
Versie Hillebrand,MG Special,Bioholding,3/12/2017,61,Central
Versie Hillebrand,MG Special,Funholding,3/14/2017,54,Central
Versie Hillebrand,MG Special,Rundofase,3/16/2017,53,Central
Versie Hillebrand,MG Special,Cancity,3/17/2017,47,Central
Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,3/17/2017,60,Central
Versie Hillebrand,MG Special,Ron-tech,3/17/2017,49,Central
Versie Hillebrand,MG Special,Hottechi,3/17/2017,62,Central
Versie Hillebrand,MG Advanced,Statholdings,3/23/2017,3046,Central
Versie Hillebrand,MG Advanced,Gogozoom,3/24/2017,2955,Central
Versie Hillebrand,GTX Plus Pro,Isdom,3/25/2017,6282,Central
Versie Hillebrand,GTX Plus Pro,Cancity,3/25/2017,5614,Central
Versie Hillebrand,MG Special,Isdom,3/25/2017,47,Central
Versie Hillebrand,MG Special,Ron-tech,3/26/2017,61,Central
Versie Hillebrand,MG Advanced,Funholding,3/27/2017,2871,Central
Versie Hillebrand,MG Special,Konmatfix,3/28/2017,51,Central
Versie Hillebrand,MG Special,Finhigh,3/30/2017,54,Central
Versie Hillebrand,MG Special,Isdom,3/31/2017,54,Central
Versie Hillebrand,MG Advanced,Zumgoity,4/1/2017,3251,Central
Versie Hillebrand,MG Special,Rangreen,4/2/2017,52,Central
Versie Hillebrand,MG Special,Stanredtax,4/2/2017,60,Central
Versie Hillebrand,MG Special,Isdom,4/6/2017,54,Central
Versie Hillebrand,MG Special,Ron-tech,4/8/2017,59,Central
Versie Hillebrand,MG Special,Rundofase,4/18/2017,62,Central
Versie Hillebrand,MG Special,Bioholding,4/22/2017,56,Central
Versie Hillebrand,MG Special,Isdom,4/23/2017,62,Central
Versie Hillebrand,GTX Plus Pro,Genco Pura Olive Oil Company,4/27/2017,4878,Central
Versie Hillebrand,MG Special,Treequote,4/29/2017,60,Central
Versie Hillebrand,MG Special,Konmatfix,5/1/2017,54,Central
Versie Hillebrand,MG Special,Stanredtax,5/5/2017,60,Central
Versie Hillebrand,GTX Basic,Conecom,5/10/2017,589,Central
Versie Hillebrand,MG Special,Condax,5/12/2017,54,Central
Versie Hillebrand,MG Advanced,Globex Corporation,5/13/2017,3522,Central
Versie Hillebrand,MG Special,Globex Corporation,5/14/2017,47,Central
Versie Hillebrand,GTX Plus Pro,dambase,5/16/2017,5338,Central
Versie Hillebrand,MG Special,Betatech,5/16/2017,68,Central
Versie Hillebrand,GTX Plus Pro,Betatech,5/17/2017,4494,Central
Versie Hillebrand,MG Special,Scottech,5/17/2017,57,Central
Versie Hillebrand,MG Special,Dontechi,5/18/2017,49,Central
Versie Hillebrand,MG Special,Domzoom,5/19/2017,54,Central
Versie Hillebrand,MG Advanced,Finhigh,5/19/2017,3641,Central
Versie Hillebrand,MG Special,Dontechi,5/19/2017,58,Central
Versie Hillebrand,MG Special,Konmatfix,5/20/2017,60,Central
Versie Hillebrand,MG Special,dambase,5/20/2017,54,Central
Versie Hillebrand,MG Special,Warephase,5/24/2017,60,Central
Versie Hillebrand,MG Advanced,Dontechi,5/24/2017,3428,Central
Versie Hillebrand,GTX Plus Pro,Scottech,5/25/2017,5046,Central
Versie Hillebrand,GTX Plus Pro,Zumgoity,5/26/2017,5558,Central
Versie Hillebrand,MG Special,Warephase,5/27/2017,50,Central
Versie Hillebrand,MG Special,Gogozoom,5/29/2017,60,Central
Versie Hillebrand,MG Special,Finhigh,6/3/2017,60,Central
Versie Hillebrand,GTX Basic,Gogozoom,6/3/2017,528,Central
Versie Hillebrand,MG Advanced,Ron-tech,6/4/2017,3642,Central
Versie Hillebrand,GTX Plus Pro,Zumgoity,6/9/2017,5017,Central
Versie Hillebrand,MG Special,Gogozoom,6/9/2017,54,Central
Versie Hillebrand,MG Advanced,Stanredtax,6/10/2017,2807,Central
Versie Hillebrand,MG Special,Dontechi,6/11/2017,59,Central
Versie Hillebrand,MG Special,Ron-tech,6/13/2017,46,Central
Versie Hillebrand,GTX Plus Pro,Warephase,6/13/2017,5056,Central
Versie Hillebrand,MG Special,Zumgoity,6/15/2017,55,Central
Versie Hillebrand,MG Special,Bioholding,6/15/2017,59,Central
Versie Hillebrand,MG Special,Warephase,6/16/2017,50,Central
Versie Hillebrand,MG Advanced,Warephase,6/17/2017,3662,Central
Versie Hillebrand,GTX Plus Basic,Scottech,6/18/2017,1199,Central
Versie Hillebrand,MG Special,Domzoom,6/18/2017,61,Central
Versie Hillebrand,MG Special,Hottechi,6/20/2017,53,Central
Versie Hillebrand,MG Advanced,Statholdings,6/21/2017,3378,Central
Versie Hillebrand,MG Special,Hottechi,6/27/2017,58,Central
Versie Hillebrand,MG Special,dambase,6/28/2017,49,Central
Versie Hillebrand,GTX Basic,Inity,6/30/2017,526,Central
Versie Hillebrand,GTX Plus Pro,Finhigh,7/1/2017,4813,Central
Versie Hillebrand,MG Advanced,Zumgoity,7/1/2017,3465,Central
Versie Hillebrand,MG Special,Dontechi,7/1/2017,53,Central
Versie Hillebrand,GTX Basic,Dontechi,7/2/2017,462,Central
Versie Hillebrand,MG Advanced,Ron-tech,7/4/2017,3548,Central
Versie Hillebrand,MG Special,Cancity,7/5/2017,63,Central
Versie Hillebrand,GTX Basic,Konmatfix,7/10/2017,466,Central
Versie Hillebrand,MG Special,dambase,7/11/2017,47,Central
Versie Hillebrand,MG Special,Funholding,7/25/2017,47,Central
Versie Hillebrand,MG Special,Funholding,7/27/2017,65,Central
Versie Hillebrand,MG Special,Scottech,7/28/2017,51,Central
Versie Hillebrand,MG Advanced,Betatech,7/30/2017,3167,Central
Versie Hillebrand,MG Special,Hottechi,7/31/2017,50,Central
Versie Hillebrand,MG Special,Scottech,8/3/2017,52,Central
Versie Hillebrand,MG Special,Condax,8/3/2017,60,Central
Versie Hillebrand,MG Special,Gogozoom,8/4/2017,53,Central
Versie Hillebrand,MG Special,Cancity,8/9/2017,54,Central
Versie Hillebrand,GTX Basic,Betatech,8/9/2017,590,Central
Versie Hillebrand,MG Special,Inity,8/10/2017,53,Central
Versie Hillebrand,GTX Plus Basic,Inity,8/11/2017,1083,Central
Versie Hillebrand,MG Advanced,Gogozoom,8/11/2017,3285,Central
Versie Hillebrand,MG Special,Gogozoom,8/15/2017,59,Central
Versie Hillebrand,GTX Plus Pro,dambase,8/19/2017,5145,Central
Versie Hillebrand,MG Special,Bioholding,8/19/2017,53,Central
Versie Hillebrand,MG Special,Stanredtax,8/20/2017,43,Central
Versie Hillebrand,MG Special,Rangreen,8/24/2017,51,Central
Versie Hillebrand,GTX Basic,Statholdings,8/24/2017,555,Central
Versie Hillebrand,GTX Plus Basic,Rangreen,8/29/2017,1084,Central
Versie Hillebrand,MG Special,Dontechi,9/2/2017,56,Central
Versie Hillebrand,MG Special,Rundofase,9/3/2017,57,Central
Versie Hillebrand,MG Special,Toughzap,9/3/2017,59,Central
Versie Hillebrand,MG Special,Treequote,9/8/2017,54,Central
Versie Hillebrand,MG Special,Isdom,9/11/2017,61,Central
Versie Hillebrand,MG Advanced,Rangreen,9/12/2017,3046,Central
Versie Hillebrand,MG Special,Cancity,9/12/2017,61,Central
Versie Hillebrand,MG Special,Codehow,9/13/2017,55,Central
Versie Hillebrand,MG Special,Globex Corporation,9/14/2017,63,Central
Versie Hillebrand,GTX Basic,Zumgoity,9/15/2017,552,Central
Versie Hillebrand,GTX Plus Basic,Streethex,9/19/2017,959,Central
Versie Hillebrand,MG Special,Codehow,9/20/2017,51,Central
Versie Hillebrand,MG Advanced,Stanredtax,9/21/2017,2949,Central
Versie Hillebrand,GTX Basic,Bioholding,9/24/2017,546,Central
Versie Hillebrand,MG Special,Konmatfix,9/26/2017,54,Central
Versie Hillebrand,MG Advanced,Globex Corporation,9/27/2017,3038,Central
Versie Hillebrand,MG Special,Ron-tech,9/29/2017,52,Central
Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,9/29/2017,59,Central
Versie Hillebrand,MG Advanced,Betatech,9/30/2017,4011,Central
Versie Hillebrand,GTX Plus Pro,Inity,10/1/2017,5775,Central
Versie Hillebrand,MG Special,dambase,10/4/2017,53,Central
Versie Hillebrand,MG Special,Codehow,10/5/2017,55,Central
Versie Hillebrand,MG Special,Conecom,10/7/2017,58,Central
Versie Hillebrand,MG Special,Stanredtax,10/8/2017,57,Central
Versie Hillebrand,MG Advanced,Rangreen,10/9/2017,3254,Central
Versie Hillebrand,MG Special,dambase,10/11/2017,59,Central
Versie Hillebrand,MG Advanced,Rangreen,10/14/2017,3860,Central
Versie Hillebrand,MG Special,Isdom,10/17/2017,57,Central
Versie Hillebrand,MG Advanced,Statholdings,10/20/2017,2749,Central
Versie Hillebrand,MG Special,Scottech,10/22/2017,58,Central
Versie Hillebrand,MG Special,Stanredtax,10/24/2017,49,Central
Versie Hillebrand,MG Special,Betatech,10/27/2017,54,Central
Versie Hillebrand,MG Special,Inity,10/27/2017,53,Central
Versie Hillebrand,MG Special,Statholdings,10/28/2017,50,Central
Versie Hillebrand,MG Special,Inity,11/1/2017,53,Central
Versie Hillebrand,GTX Basic,Hottechi,11/1/2017,534,Central
Versie Hillebrand,GTX Basic,Toughzap,11/2/2017,511,Central
Versie Hillebrand,GTX Basic,Cancity,11/2/2017,672,Central
Versie Hillebrand,MG Special,Funholding,11/2/2017,62,Central
Versie Hillebrand,MG Advanced,Dontechi,11/4/2017,3306,Central
Versie Hillebrand,GTX Basic,Rundofase,11/9/2017,563,Central
Versie Hillebrand,MG Special,Cancity,11/11/2017,61,Central
Versie Hillebrand,MG Special,Conecom,11/16/2017,66,Central
Versie Hillebrand,GTX Plus Pro,Domzoom,11/18/2017,5653,Central
Versie Hillebrand,MG Special,Condax,11/20/2017,55,Central
Versie Hillebrand,MG Special,Warephase,11/27/2017,50,Central
Versie Hillebrand,MG Special,Gogozoom,11/28/2017,60,Central
